rms,spectral_centroid,percussive_rms,tempo,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,track_id,genre
0.13285099,1853.3707085505728,0.034850046,114.84375,-181.34953,206.1632,-82.50248,33.957848,9.117362,-10.880487,-4.9127254,-17.062962,-5.4861064,-14.960092,-11.306979,-5.945304,-0.71108556,0.3006633,0.22197841,0.25539362,0.6905203,0.714491,0.4077488,0.31478706,0.24687822,0.45275435,0.34104916,0.3540734,0.5452741,424,Experimental
0.36863023,2609.926324366584,0.09804131,93.9630681818182,-45.263954,156.16006,-20.73497,35.687584,-4.281387,29.547825,-6.9755673,15.102325,-2.5152218,15.831033,-3.3855,9.755238,-4.0628676,0.47814763,0.53947634,0.82086205,0.6326344,0.5042044,0.5001801,0.56872594,0.5248527,0.40328515,0.49010116,0.46092683,0.6178471,459,Rock
0.08716247,1107.6023726198785,0.01795139,143.5546875,-307.59213,174.8865,26.26418,53.691628,23.359499,-11.722921,0.61022246,12.565909,-7.4400373,-15.489365,0.3428627,-3.351269,-4.1057696,0.2904736,0.24452972,0.3156802,0.5256573,0.38644308,0.27283898,0.26375467,0.3682644,0.45542932,0.49480283,0.54792947,0.41244557,534,Folk
0.09215215,1444.5113077033927,0.022677181,151.99908088235293,-265.19043,183.25633,-16.083063,44.473145,23.184599,-2.987513,-7.6986113,14.537184,-1.5381953,-17.833155,-7.5285497,-3.6647487,4.088812,0.25375384,0.22358161,0.26839992,0.3436324,0.2564248,0.26760906,0.32747862,0.5519774,0.72252905,0.5318553,0.2842335,0.209871,540,Folk
0.08409543,1329.054464559065,0.023840223,103.359375,-284.61426,189.56229,-6.9556627,39.903206,21.39536,-12.273949,-7.5145307,16.822731,3.8276107,-15.348067,-5.477474,-4.264476,-1.9608271,0.2611848,0.31121117,0.39993462,0.3194385,0.34764576,0.47843015,0.57336843,0.42307872,0.37078217,0.31535858,0.25785673,0.25481996,546,Folk
0.27411446,3178.5251235956907,0.11042035,123.046875,-24.697071,144.10672,-47.562435,40.745853,-15.586883,30.754225,-21.373058,5.1398168,-10.033254,6.081591,-7.5030446,6.9108944,-3.1110926,0.40138862,0.42907545,0.45211717,0.557268,0.52201694,0.44301227,0.48032305,0.46988127,0.6098858,0.49790165,0.4402582,0.4393054,574,Rock
0.044397913,863.8712192674944,0.0041156416,156.60511363636363,-440.17734,191.00208,40.747494,19.23304,15.5964,18.193155,2.2498107,0.26355207,-3.7240374,-12.607716,-12.637826,-12.843427,-11.021751,0.2053283,0.3677434,0.53038216,0.49172863,0.34875888,0.55923665,0.33255735,0.11997591,0.16954406,0.31103697,0.28323987,0.22154193,602,Folk
0.060274284,595.4447068538497,0.0060957223,112.34714673913044,-476.6294,191.96873,97.7444,50.56782,27.901142,11.568376,4.0157213,-0.5065682,-1.1781269,2.8234606,2.3645384,2.3461885,-1.1778464,0.17559627,0.10914265,0.14750601,0.22996941,0.24957202,0.33879545,0.7958081,0.99170893,0.8758312,0.6089582,0.2169055,0.1721424,615,Experimental
0.10725775,3636.719183056255,0.021804718,139.6748310810811,-192.90851,130.36508,0.67205685,14.701258,9.926384,6.1467075,-5.482142,-3.870881,-3.7809796,-4.6890435,-9.280151,-8.305131,-8.889333,0.3005823,0.17738962,0.25713038,0.19298217,0.3109856,0.26090172,0.26816612,0.42260543,0.56344604,0.7904379,0.54894817,0.4489398,620,Folk
0.15761445,1939.220375339196,0.042309362,103.359375,-166.53024,167.38557,-35.639416,24.951218,-6.6919103,4.438865,-2.0060148,-7.1339364,-8.2234535,-7.7916603,-15.346924,-5.323364,-8.6319895,0.2814522,0.19596331,0.31326127,0.26689503,0.4062743,0.2786175,0.46318167,0.3939421,0.28643957,0.29776883,0.3061143,0.47496742,621,Folk
0.18564016,1953.1287270812616,0.033285405,93.9630681818182,-165.20337,164.12317,-26.450296,15.40946,-2.1757348,8.514027,-9.959759,-0.10906645,-13.380178,-8.028267,-9.132406,-1.6727653,-7.707989,0.5701783,0.3300011,0.29482198,0.248983,0.3926731,0.3652108,0.34682882,0.45243186,0.21974035,0.24277169,0.22514953,0.37396213,625,Folk
0.14934579,1618.121255579763,0.040998295,89.10290948275862,-179.5967,222.2626,-67.7941,47.908943,11.906299,-24.638176,17.871243,-9.931564,-0.67865163,4.407859,-12.388295,-4.277698,-8.773924,0.47909206,0.38238284,0.47916725,0.6425996,0.5873396,0.61732817,0.39466205,0.32535553,0.321603,0.33132896,0.44305107,0.39877683,666,International
0.12834497,2046.2900799503825,0.047209352,117.45383522727272,-176.9603,217.24937,-79.9635,64.80093,1.3251128,-28.19522,19.56047,-10.959195,0.5327781,-0.2880772,-9.350531,-1.4818256,-3.2849066,0.47771686,0.5196654,0.6280234,0.5923399,0.60737514,0.6525783,0.64617646,0.50014436,0.3110261,0.3017452,0.44944072,0.45706472,667,International
0.22428274,2797.0112343944897,0.06864389,97.50884433962264,-146.12529,134.94432,10.158939,47.80389,-8.454294,28.615837,-6.462897,17.918974,5.499368,19.911772,-17.824907,7.0823064,-8.289515,0.47709852,0.32065612,0.30914563,0.36490813,0.3570495,0.3890303,0.39779145,0.48913625,0.51629174,0.53754175,0.5586557,0.5039738,676,Hip-Hop
0.2690628,2947.000629969042,0.083335206,135.99917763157896,-76.13101,136.85513,-81.273445,43.52869,23.280676,28.758284,7.862417,24.067774,-0.36121127,14.524548,5.457874,0.10456429,-0.4616429,0.55608183,0.6212578,0.60198003,0.58142465,0.61022663,0.6114044,0.593156,0.6015576,0.6592333,0.65673566,0.6336321,0.5900192,690,Rock
0.14917867,3824.461607370768,0.070201315,114.84375,-120.56647,111.87448,-32.31814,50.07458,-20.920126,37.78721,-12.472194,11.233294,-6.2365785,10.249231,-8.204277,7.0785084,-1.5434885,0.46111447,0.46652514,0.45972577,0.46854568,0.46810395,0.5020314,0.53625375,0.53635544,0.5067475,0.50602394,0.487517,0.46167806,694,Hip-Hop
0.19335261,3378.9875439755665,0.07086928,99.38401442307692,-92.86842,118.69943,-39.80337,37.982567,-17.65507,18.295038,-8.133822,24.634283,-2.649931,8.592107,2.2367146,6.2236958,3.4888496,0.4827663,0.4487283,0.4797524,0.5467192,0.6343314,0.5237095,0.4213167,0.38626632,0.4098099,0.42218986,0.40301523,0.46021965,695,Hip-Hop
0.27534714,4666.915131395209,0.10103189,135.99917763157896,-51.981403,81.00314,-14.357083,28.6231,3.812451,33.000977,-0.21881317,10.881804,-3.8745852,7.5034885,0.21732979,7.346854,0.37139282,0.5584507,0.46625748,0.46639368,0.45629722,0.4754534,0.4588181,0.46136525,0.53141606,0.4976093,0.47916502,0.47225913,0.5566391,704,International
0.29300722,4282.014495809488,0.09328932,93.9630681818182,-57.396713,89.339424,-20.897108,39.312927,-11.196074,27.715282,1.7123495,19.976992,1.3021396,19.536243,-6.0952125,9.923757,-2.808755,0.4847457,0.60263747,0.6151563,0.5285208,0.54139364,0.5036622,0.5273121,0.4568392,0.46875998,0.52006763,0.46890482,0.52399635,705,International
0.28298151,4394.960561737013,0.099648856,172.265625,-46.87648,89.75607,-11.17304,53.542927,-8.588551,21.381079,0.049808986,3.1191921,-7.8058186,15.293829,-2.7457583,11.810693,2.0369852,0.48218316,0.42652586,0.39355415,0.50712264,0.4722686,0.45984676,0.3975221,0.45179877,0.4665363,0.4068219,0.37388727,0.37852913,706,International
0.3481409,3211.670733321933,0.056544233,135.99917763157896,-109.407906,104.448875,-38.522266,49.213192,43.344604,19.607874,1.091378,16.320587,5.06298,12.2565565,1.3939346,1.3969907,-3.7194557,0.40374354,0.48958033,0.49630743,0.5918913,0.68392736,0.64194596,0.59909,0.6166031,0.73405075,0.64280975,0.4950354,0.45630643,707,International
0.28945208,3589.1240118426867,0.11156808,129.19921875,-97.62341,105.92195,4.9105186,52.17465,16.41179,16.936203,-9.35558,7.6226873,2.724181,11.920907,-3.6692576,-0.18188216,-3.1269088,0.6102728,0.59978205,0.62207884,0.46383697,0.41242662,0.39165962,0.46526977,0.52885777,0.5350929,0.51431286,0.5123637,0.5826669,708,International
0.2225423,2693.968966720219,0.061286528,90.66611842105264,-119.71848,139.53197,-25.829372,45.145638,-15.749791,20.771338,-8.061833,2.3300004,-7.911636,7.5981474,-1.8310184,4.462339,7.381746,0.40387014,0.3833046,0.4562549,0.5226097,0.38590515,0.36993003,0.4060536,0.5296027,0.40646288,0.30793417,0.314713,0.33158928,709,International
0.30271956,1349.7305018148204,0.03348489,161.4990234375,-169.76192,173.09082,-7.360643,46.856,23.391756,12.490599,-12.68481,14.4157295,2.0812035,-8.000305,6.1750197,1.4766933,8.286176,0.45891526,0.537323,0.5822213,0.6587963,0.55250347,0.36949322,0.27018836,0.28278685,0.40336153,0.5317937,0.66586983,0.52613986,714,Folk
0.14248753,820.45031709985,0.018505607,92.28515625,-265.20184,206.65892,31.245087,-2.6773548,-4.746892,-7.688038,-3.06091,-8.21511,-1.0426319,1.7072161,-9.570701,-7.6155734,-0.18606144,0.1471927,0.052504428,0.039799716,0.06240917,0.10333607,0.28730094,0.3751462,0.18293099,0.3529143,0.6785503,0.3150952,0.33448225,715,Folk
0.18175253,1378.570895861773,0.040179193,139.6748310810811,-170.71404,216.1617,-32.571312,23.536076,17.970098,-11.1672125,-16.104078,10.661039,-4.6746187,6.1965246,-13.946324,-13.587596,-19.214775,0.72821367,0.41449484,0.40884346,0.46493706,0.25141072,0.1913019,0.22297518,0.4269993,0.31253937,0.2830387,0.36362493,0.42158073,716,Folk
0.12383679,3225.1325302331406,0.02689067,109.9567819148936,-151.63359,128.53085,-59.244717,59.90722,-41.04735,-2.4488854,-27.355822,-7.2448397,1.0298098,-4.6019797,-15.492115,-14.91472,-12.326561,0.25478712,0.23702852,0.20613883,0.1874838,0.19947141,0.24653554,0.37582693,0.43553418,0.42878413,0.47887456,0.5489322,0.41506734,718,Folk
0.106964834,3506.177408665537,0.039154336,109.9567819148936,-214.80739,113.788475,-7.7867885,43.189735,-3.4123468,21.915588,9.191229,18.360535,-9.518284,15.113287,-7.6611443,8.065052,0.25619125,0.45698893,0.45948976,0.5651634,0.5669277,0.52505654,0.5530584,0.52774984,0.5622631,0.57433945,0.5577651,0.5247626,0.47354725,777,Rock
0.121130176,1033.1661525657316,0.012319326,82.03125,-295.70724,195.98604,21.378735,18.887978,19.258066,6.4555635,-13.572839,-2.0398126,-4.5675287,-9.001417,-2.8090153,-10.706714,-2.982084,0.28006768,0.40801033,0.31158417,0.27835974,0.26390132,0.2058691,0.3209845,0.25958085,0.29104647,0.30486032,0.32061625,0.31991994,814,Folk
0.13158238,2000.9156196892247,0.02722132,105.46875,-305.88278,113.01308,33.483288,35.689865,22.765366,19.732172,3.958371,14.724078,7.9541864,7.6689677,7.095915,11.158504,3.724877,0.6330022,0.5802775,0.5913532,0.6461879,0.6969381,0.67838633,0.5995274,0.5359302,0.55076915,0.5757359,0.63418007,0.6727103,821,Pop
0.17854625,1779.562042479549,0.065661855,60.09265988372093,-232.63924,163.76329,26.679636,17.261734,8.095247,9.551325,0.6637652,18.680574,5.6126313,6.00797,3.4702837,8.236835,1.1169479,0.5918309,0.52750456,0.5264951,0.50404114,0.51973027,0.6426794,0.5163949,0.4549468,0.4686879,0.555355,0.68408376,0.624571,822,Pop
0.45320225,2223.614315649227,0.17733061,166.70866935483872,-12.468521,210.65419,-98.20378,62.438385,-14.224421,9.999846,5.972309,-16.748438,13.119982,-19.490705,4.04211,-5.464604,-5.525123,0.44338524,0.46175948,0.64821434,0.61538124,0.43387264,0.43384948,0.5580138,0.62751853,0.5631044,0.66285264,0.61708945,0.41786063,825,Rock
0.17220396,1193.8466409005628,0.03195467,156.60511363636363,-198.39497,215.57626,-39.41035,6.6241674,7.760712,-21.665325,4.6390038,-12.717453,-16.558372,-1.5802462,-13.797658,-11.133358,-2.0427656,0.19830383,0.14795984,0.20911159,0.41520685,0.31293854,0.4303422,0.25158468,0.17115998,0.24444458,0.31509355,0.39796683,0.2146526,853,International
0.021878792,1317.154011881733,0.005834242,123.046875,-366.4986,215.39465,-35.005157,43.49137,0.30186805,-6.646326,1.9063855,-9.297008,-3.0287945,-1.5485924,-3.8398588,1.0563365,-0.59298265,0.3999,0.24322368,0.3413095,0.4846239,0.52878267,0.43067428,0.6798138,0.31295627,0.26535147,0.45740172,0.4993752,0.6560197,890,Folk
0.2688886,1056.1645763147942,0.05448423,172.265625,-161.30539,222.83928,-21.480173,19.651424,-2.5902262,0.11467688,8.165672,0.62569773,-1.2896459,0.64980495,-1.625643,-7.493156,-5.709583,0.27443814,0.37677494,0.5349744,0.3547899,0.31573477,0.31935793,0.44426113,0.568791,0.47527567,0.49439678,0.34689683,0.30115575,892,Folk
0.20716907,4996.287541627962,0.08305921,139.6748310810811,-22.823544,82.805695,-80.61759,59.75714,-30.834452,34.39278,-19.1938,32.36247,-14.191482,23.839664,-8.699181,14.6935215,-6.898239,0.7208005,0.50790143,0.41320896,0.48121357,0.39972794,0.47726342,0.4254965,0.55728614,0.63169366,0.3919803,0.39958024,0.43820882,897,Experimental
0.23236823,3254.718677067493,0.08966354,129.19921875,-94.23233,113.629715,-41.55947,75.15008,18.210196,26.70288,-13.653716,10.326043,-10.361607,21.465294,-9.761481,12.468504,2.9495437,0.70932776,0.6578134,0.6253504,0.5610862,0.5174816,0.5177944,0.5084578,0.5632388,0.6360929,0.60129875,0.6017832,0.6596858,993,Rock
0.40781844,3377.91704250492,0.19275798,117.45383522727272,53.211864,130.34198,-53.052902,27.660646,-18.852219,9.18021,-5.739882,11.754632,-1.3519981,7.5789433,-5.485352,3.8608143,-7.469551,0.69744325,0.68222046,0.66650426,0.6428176,0.6205794,0.61062557,0.6055479,0.6210783,0.6446314,0.6710114,0.6931945,0.7032397,995,Experimental
0.35314807,3857.474070408655,0.14865214,143.5546875,29.128258,110.380066,-73.50147,38.847847,-15.5745735,27.448072,-7.875388,20.215097,-6.439674,23.467598,-0.34794775,14.502759,-6.728787,0.74350214,0.68276757,0.57983637,0.5308989,0.518762,0.508846,0.5207334,0.5732823,0.6445914,0.7165391,0.6785997,0.72858036,997,Experimental
0.39670193,5391.777816318658,0.18496676,132.51201923076923,75.86298,86.97967,-9.763706,11.328614,-9.220518,3.4253683,-0.20893076,7.9420357,3.1716459,4.4478645,-0.14634044,1.4453175,-1.3901063,0.63356173,0.64937186,0.5913183,0.6200642,0.6375167,0.6074323,0.5907689,0.600773,0.5927865,0.58646274,0.6225097,0.62602043,998,Experimental
0.2713316,3041.108806458414,0.08377515,126.04801829268293,-44.413155,138.78328,-45.277546,34.246624,8.939667,25.152456,-5.102231,20.76879,-10.067797,13.605369,-3.4847374,10.335402,1.0271082,0.6186021,0.6915274,0.6337874,0.6245969,0.69680125,0.7024042,0.6472632,0.60295075,0.6239806,0.6750081,0.6448218,0.6139685,1039,Rock
0.341123,2784.215669071066,0.12318722,126.04801829268293,-40.31015,150.80206,-67.086655,61.91923,-13.628507,31.342758,7.8711348,7.991869,-2.3355255,4.3667183,2.1275914,-0.68441844,-3.047271,0.5849587,0.5116845,0.53000253,0.5411837,0.63045025,0.65151846,0.61335915,0.61972016,0.5883362,0.5677023,0.57364327,0.6352053,1040,Rock
0.06971988,1309.6794133493763,0.018723782,109.9567819148936,-275.40692,201.58154,-9.112507,14.658323,19.739182,-0.026121536,4.876007,-2.1459248,1.300553,-1.7690768,1.0193784,4.160566,-0.246192,0.33786106,0.5992394,0.333049,0.21239488,0.26196477,0.3717211,0.55721766,0.55661505,0.5824389,0.3791221,0.37696987,0.24865161,1066,Experimental
0.17929682,2680.844119739464,0.050674114,105.46875,-93.90695,149.68462,-44.434883,15.899221,-4.490406,11.722095,2.5055628,4.9427156,-4.354046,4.422676,5.426134,5.66596,-4.6571336,0.6077512,0.29692677,0.24361809,0.44595936,0.30163965,0.24691181,0.22658056,0.49127212,0.7394842,0.36201015,0.40946972,0.34312508,1069,Experimental
0.1882424,3240.2078822927256,0.06525981,123.046875,-95.44457,132.93408,-14.978225,34.479145,-2.3615594,11.486391,-1.1399951,16.622297,-3.088393,7.0753045,-1.9064138,9.111965,0.2340048,0.46449387,0.44138905,0.55043024,0.59926736,0.5332896,0.44446623,0.5564095,0.5971198,0.60379165,0.5467281,0.49808592,0.4620587,1073,Experimental
0.06755637,3654.655107033036,0.015734185,109.9567819148936,-233.78409,100.20201,-0.03458325,27.400208,13.793889,16.57417,10.963917,10.973231,8.725716,6.3616366,4.5800977,3.1421392,2.97714,0.80513954,0.7776391,0.72290874,0.65135676,0.62412655,0.6982099,0.7045492,0.61035997,0.5668827,0.58217096,0.6458277,0.7363468,1075,Experimental
0.1360891,1138.471852803703,0.0136570865,86.1328125,-301.72763,152.56337,13.277253,-29.90367,-13.733845,-11.401305,-14.831835,-8.966184,-6.8467717,-12.321171,-13.270946,-6.2793565,-3.4880106,0.16009648,0.17498791,0.18006615,0.093499534,0.06620171,0.18735664,0.37152374,0.30573294,0.28875288,0.26897052,0.13234645,0.13453877,1082,International
0.2939498,1726.245387235842,0.058400787,178.20581896551724,-95.284935,192.44263,-44.674828,31.283634,-5.7858996,14.7547865,-3.1773667,10.757324,11.419755,12.532766,3.0655549,2.354558,4.718672,0.93794197,0.623255,0.45103246,0.36243764,0.29784054,0.28768423,0.2261563,0.4081663,0.30467638,0.33241454,0.5835906,0.6666583,1083,Experimental
0.32651153,2206.426444908588,0.08094113,89.10290948275862,-106.40324,160.93216,-60.941017,59.352863,19.202677,10.981626,2.6289191,22.27611,4.5284543,1.1059911,11.077774,6.8768377,5.2162614,0.4509753,0.4644625,0.5311365,0.6039623,0.6971029,0.76936823,0.7145641,0.6391147,0.64894396,0.6077996,0.57825327,0.5387586,1087,Rock
0.090920575,2167.703678126594,0.024590032,62.26468373493976,-261.48444,126.82127,-9.314494,24.443699,5.6876354,16.046415,7.9846864,10.36519,7.529911,9.60972,5.410105,8.888396,9.038816,0.40902472,0.39386085,0.52772737,0.66272396,0.7022299,0.73020715,0.63612854,0.54836977,0.5141897,0.44766948,0.4211315,0.48012885,1102,Rock
0.17042227,1356.6134279224996,0.038133867,114.84375,-205.97626,177.50311,5.765004,42.246803,9.691615,20.159452,2.7746487,6.028462,-4.67861,-2.3586953,-6.1020164,-1.0980325,-5.6151443,0.4907278,0.39720863,0.3246487,0.39576343,0.3559199,0.38123474,0.47775292,0.58633924,0.573856,0.5491862,0.67556536,0.59151083,1193,Folk
0.20985754,861.502970027562,0.038160846,123.046875,-234.00578,202.84401,14.742973,10.694729,30.93915,9.864312,5.6643963,9.483992,-2.3999465,-4.061493,0.16835256,-1.1691344,-2.0770388,0.6342867,0.50861686,0.37744313,0.31555125,0.41959915,0.49229884,0.44776133,0.45229006,0.42914528,0.5052257,0.5029693,0.55035233,1195,Folk
0.19549413,1476.2434310607575,0.04896826,143.5546875,-177.56499,180.52376,-13.600913,37.734848,11.450584,21.186749,3.5784318,10.037701,1.0999718,7.461894,1.650401,10.139746,1.6255895,0.6120154,0.5708897,0.5819662,0.5518599,0.57769674,0.5263817,0.49286896,0.49478644,0.4756588,0.503004,0.527831,0.6148519,1196,Folk
